TB194_Cm0;TB204_Cm1;TB194_Cm2;TB204_Cm3;TB194_Cm4;TB204_Cm5;TB194_Cm6;TB204_Cm7;TB194_Cm8;TB204_Cm10;TB194_Cm0;TB204_Cm1;TB194_Cm2;TB204_Cm3;TB194_Cm4;TB204_Cm5;TB194_Cm6;TB204_Cm7;TB194_Cm8;TB204_Cm10;TB194_Cm0;TB204_Cm1;TB194_Cm2;TB204_Cm3;TB194_Cm4;TB204_Cm5;TB194_Cm6;TB204_Cm7;TB194_Cm8;TB204_Cm10;TB194_Cm0;TB204_Cm1;TB194_Cm2;TB204_Cm3;TB194_Cm4;TB204_Cm5;TB194_Cm6;TB204_Cm7;TB194_Cm8;TB204_Cm10;TB204_Cm0;TB194_Cm1;TB204_Cm2;TB194_Cm3;TB204_Cm4;TB194_Cm5;TB204_Cm6;TB194_Cm7;TB204_Cm8;TB194_Cm10;TB204_Cm0;TB194_Cm1;TB204_Cm2;TB194_Cm3;TB204_Cm4;TB194_Cm5;TB204_Cm6;TB194_Cm7;TB204_Cm8;TB194_Cm10;TB204_Cm0;TB194_Cm1;TB204_Cm2;TB194_Cm3;TB204_Cm4;TB194_Cm5;TB204_Cm6;TB194_Cm7;TB204_Cm8;TB194_Cm10;TB204_Cm0;TB194_Cm1;TB204_Cm2;TB194_Cm3;TB204_Cm4;TB194_Cm5;TB204_Cm6;TB194_Cm7;TB204_Cm8;TB194_Cm10;Time
1.424610889;1.035610889;1.359610889;0.240610889;1.342610889;0.108610889;1.584610889;0.028610889;1.714610889;0.026610889;1.470610889;0.748610889;1.223610889;0.117610889;1.259610889;0.004610889;1.085610889;0.027610889;0.757610889;0.004610889;1.289610889;0.768610889;1.244610889;0.457610889;1.302610889;0.042610889;1.216610889;0.026610889;1.361610889;0.024610889;1.061610889;0.738610889;1.237610889;0.433610889;1.260610889;0.009610889;1.240610889;0.022610889;1.321610889;0.026610889;1.050610889;1.436610889;0.498610889;1.451610889;0.032610889;1.535610889;0.042610889;1.418610889;0.017610889;1.358610889;1.282610889;1.154610889;0.487610889;1.458610889;0.024610889;0.955610889;0.007610889;1.454610889;0.025610889;0.496610889;1.142610889;1.231610889;0.543610889;1.196610889;0.041610889;1.172610889;0.029610889;1.111610889;0.019610889;1.229610889;1.008610889;1.105610889;0.444610889;1.177610889;0.022610889;1.104610889;0.013610889;1.096610889;0.008610889;1.158610889;304.8496109
1.360610889;1.054610889;1.354610889;0.237610889;1.277610889;0.105610889;1.604610889;0.029610889;1.753610889;0.025610889;1.446610889;0.754610889;1.219610889;0.126610889;1.224610889;0.006610889;1.210610889;0.029610889;0.771610889;0.003610889;1.285610889;0.768610889;1.266610889;0.485610889;1.323610889;0.046610889;1.229610889;0.028610889;1.411610889;0.024610889;1.094610889;0.740610889;1.236610889;0.449610889;1.282610889;0.012610889;1.272610889;0.023610889;1.375610889;0.028610889;1.028610889;1.480610889;0.514610889;1.463610889;0.029610889;1.546610889;0.041610889;1.463610889;0.019610889;1.399610889;1.258610889;1.151610889;0.481610889;1.472610889;0.028610889;0.703610889;0.006610889;1.458610889;0.025610889;0.500610889;1.158610889;1.248610889;0.554610889;1.227610889;0.042610889;1.177610889;0.032610889;1.106610889;0.018610889;1.224610889;1.013610889;1.113610889;0.456610889;1.175610889;0.021610889;1.095610889;0.014610889;1.109610889;0.007610889;1.155610889;309.8496109
1.407610889;1.100610889;1.388610889;0.232610889;1.286610889;0.105610889;1.580610889;0.028610889;1.683610889;0.026610889;1.469610889;0.785610889;1.225610889;0.135610889;1.256610889;0.008610889;1.123610889;0.032610889;0.842610889;0.004610889;1.319610889;0.777610889;1.269610889;0.505610889;1.332610889;0.046610889;1.245610889;0.028610889;1.418610889;0.023610889;1.142610889;0.752610889;1.224610889;0.470610889;1.267610889;0.012610889;1.268610889;0.023610889;1.404610889;0.028610889;1.016610889;1.503610889;0.532610889;1.495610889;0.029610889;1.520610889;0.041610889;1.543610889;0.016610889;1.434610889;1.239610889;1.131610889;0.521610889;1.448610889;0.025610889;0.896610889;0.007610889;1.467610889;0.027610889;0.526610889;1.154610889;1.251610889;0.563610889;1.252610889;0.045610889;1.209610889;0.029610889;1.134610889;0.021610889;1.256610889;1.046610889;1.136610889;0.475610889;1.210610889;0.022610889;1.124610889;0.017610889;1.138610889;0.009610889;1.183610889;314.8496109
1.444610889;1.113610889;1.382610889;0.218610889;1.332610889;0.106610889;1.610610889;0.029610889;1.815610889;0.026610889;1.511610889;0.824610889;1.231610889;0.126610889;1.270610889;0.004610889;1.305610889;0.027610889;0.800610889;0.003610889;1.343610889;0.807610889;1.307610889;0.502610889;1.348610889;0.043610889;1.277610889;0.025610889;1.433610889;0.022610889;1.184610889;0.768610889;1.260610889;0.469610889;1.290610889;0.011610889;1.272610889;0.023610889;1.381610889;0.026610889;0.989610889;1.542610889;0.558610889;1.526610889;0.028610889;1.621610889;0.042610889;1.614610889;0.017610889;1.434610889;1.183610889;1.160610889;0.544610889;1.431610889;0.025610889;0.583610889;0.007610889;1.466610889;0.023610889;0.556610889;1.181610889;1.299610889;0.574610889;1.262610889;0.047610889;1.233610889;0.028610889;1.148610889;0.019610889;1.277610889;1.044610889;1.149610889;0.481610889;1.233610889;0.023610889;1.139610889;0.017610889;1.141610889;0.010610889;1.188610889;319.8496109
1.429610889;1.138610889;1.355610889;0.227610889;1.322610889;0.107610889;1.581610889;0.027610889;1.784610889;0.026610889;1.511610889;0.805610889;1.210610889;0.132610889;1.225610889;0.005610889;1.228610889;0.028610889;0.865610889;0.002610889;1.325610889;0.798610889;1.288610889;0.511610889;1.350610889;0.046610889;1.257610889;0.028610889;1.440610889;0.023610889;1.215610889;0.764610889;1.280610889;0.489610889;1.299610889;0.013610889;1.264610889;0.022610889;1.387610889;0.026610889;0.946610889;1.631610889;0.572610889;1.591610889;0.031610889;1.629610889;0.041610889;1.658610889;0.018610889;1.402610889;1.388610889;1.151610889;0.547610889;1.460610889;0.028610889;0.889610889;0.008610889;1.432610889;0.026610889;0.676610889;1.179610889;1.271610889;0.576610889;1.280610889;0.046610889;1.222610889;0.030610889;1.147610889;0.019610889;1.281610889;1.059610889;1.151610889;0.491610889;1.223610889;0.025610889;1.134610889;0.018610889;1.142610889;0.008610889;1.194610889;324.8496109
1.468610889;1.190610889;1.359610889;0.224610889;1.344610889;0.110610889;1.603610889;0.028610889;1.787610889;0.028610889;1.533610889;0.827610889;1.236610889;0.139610889;1.207610889;0.009610889;1.186610889;0.027610889;0.927610889;0.004610889;1.352610889;0.814610889;1.308610889;0.524610889;1.368610889;0.045610889;1.299610889;0.027610889;1.465610889;0.025610889;1.222610889;0.769610889;1.295610889;0.496610889;1.327610889;0.015610889;1.313610889;0.023610889;1.434610889;0.028610889;0.893610889;1.593610889;0.581610889;1.559610889;0.034610889;1.619610889;0.043610889;1.654610889;0.017610889;1.424610889;1.049610889;1.145610889;0.554610889;1.449610889;0.027610889;1.113610889;0.009610889;1.424610889;0.026610889;0.757610889;1.184610889;1.295610889;0.589610889;1.277610889;0.044610889;1.245610889;0.033610889;1.143610889;0.020610889;1.283610889;1.049610889;1.153610889;0.497610889;1.229610889;0.025610889;1.146610889;0.017610889;1.145610889;0.009610889;1.201610889;329.8496109
1.448610889;1.221610889;1.350610889;0.220610889;1.349610889;0.106610889;1.590610889;0.023610889;1.733610889;0.024610889;1.500610889;0.850610889;1.212610889;0.146610889;1.223610889;0.009610889;1.122610889;0.031610889;1.006610889;0.003610889;1.358610889;0.815610889;1.321610889;0.535610889;1.409610889;0.049610889;1.298610889;0.029610889;1.495610889;0.023610889;1.256610889;0.761610889;1.328610889;0.506610889;1.314610889;0.016610889;1.299610889;0.023610889;1.442610889;0.027610889;0.903610889;1.691610889;0.595610889;1.601610889;0.036610889;1.657610889;0.044610889;1.756610889;0.017610889;1.503610889;1.059610889;1.151610889;0.587610889;1.450610889;0.029610889;0.897610889;0.008610889;1.433610889;0.025610889;0.804610889;1.218610889;1.303610889;0.599610889;1.299610889;0.048610889;1.243610889;0.031610889;1.168610889;0.018610889;1.296610889;1.084610889;1.182610889;0.517610889;1.260610889;0.031610889;1.166610889;0.019610889;1.155610889;0.008610889;1.227610889;334.8496109
1.537610889;1.278610889;1.419610889;0.225610889;1.407610889;0.110610889;1.637610889;0.026610889;1.807610889;0.024610889;1.580610889;0.869610889;1.467610889;0.149610889;1.223610889;0.008610889;1.068610889;0.032610889;1.018610889;0.003610889;1.382610889;0.829610889;1.344610889;0.539610889;1.411610889;0.050610889;1.307610889;0.028610889;1.491610889;0.023610889;1.282610889;0.776610889;1.336610889;0.517610889;1.372610889;0.020610889;1.344610889;0.024610889;1.472610889;0.029610889;0.918610889;1.686610889;0.624610889;1.602610889;0.036610889;1.705610889;0.043610889;1.830610889;0.018610889;1.508610889;1.008610889;1.137610889;0.614610889;1.390610889;0.028610889;0.858610889;0.006610889;1.416610889;0.024610889;0.790610889;1.218610889;1.327610889;0.609610889;1.303610889;0.052610889;1.243610889;0.036610889;1.170610889;0.018610889;1.310610889;1.087610889;1.203610889;0.530610889;1.282610889;0.033610889;1.163610889;0.017610889;1.155610889;0.007610889;1.221610889;339.8496109
1.477610889;1.261610889;1.385610889;0.227610889;1.410610889;0.109610889;1.647610889;0.027610889;1.803610889;0.024610889;1.634610889;0.891610889;1.391610889;0.138610889;1.209610889;0.006610889;1.065610889;0.030610889;1.034610889;0.004610889;1.403610889;0.825610889;1.350610889;0.548610889;1.431610889;0.051610889;1.336610889;0.030610889;1.530610889;0.024610889;1.284610889;0.764610889;1.331610889;0.519610889;1.355610889;0.019610889;1.337610889;0.024610889;1.458610889;0.030610889;0.938610889;1.712610889;0.643610889;1.587610889;0.038610889;1.694610889;0.041610889;1.739610889;0.018610889;1.429610889;0.993610889;1.134610889;0.617610889;1.398610889;0.032610889;0.893610889;0.008610889;1.387610889;0.024610889;0.828610889;1.220610889;1.296610889;0.618610889;1.295610889;0.053610889;1.262610889;0.033610889;1.175610889;0.021610889;1.303610889;1.094610889;1.198610889;0.544610889;1.301610889;0.033610889;1.184610889;0.018610889;1.163610889;0.009610889;1.224610889;344.8496109
1.553610889;1.309610889;1.410610889;0.231610889;1.419610889;0.113610889;1.640610889;0.030610889;1.916610889;0.028610889;1.710610889;0.914610889;1.379610889;0.152610889;1.221610889;0.008610889;1.072610889;0.029610889;1.043610889;0.004610889;1.427610889;0.837610889;1.371610889;0.558610889;1.435610889;0.054610889;1.330610889;0.028610889;1.581610889;0.024610889;1.277610889;0.764610889;1.344610889;0.534610889;1.397610889;0.021610889;1.370610889;0.024610889;1.477610889;0.027610889;0.905610889;1.776610889;0.655610889;1.599610889;0.038610889;1.740610889;0.041610889;1.762610889;0.017610889;1.450610889;1.041610889;1.150610889;0.612610889;1.435610889;0.031610889;0.884610889;0.007610889;1.416610889;0.025610889;0.858610889;1.224610889;1.296610889;0.623610889;1.304610889;0.057610889;1.280610889;0.032610889;1.166610889;0.019610889;1.328610889;1.118610889;1.216610889;0.547610889;1.283610889;0.039610889;1.199610889;0.017610889;1.185610889;0.009610889;1.242610889;349.8496109
1.511610889;1.343610889;1.414610889;0.260610889;1.444610889;0.113610889;1.636610889;0.028610889;1.934610889;0.026610889;1.687610889;0.937610889;1.337610889;0.169610889;1.221610889;0.013610889;1.040610889;0.036610889;1.051610889;0.006610889;1.437610889;0.848610889;1.396610889;0.567610889;1.474610889;0.059610889;1.356610889;0.030610889;1.583610889;0.024610889;1.283610889;0.766610889;1.355610889;0.534610889;1.383610889;0.021610889;1.353610889;0.024610889;1.494610889;0.028610889;0.897610889;1.758610889;0.656610889;1.595610889;0.038610889;1.699610889;0.042610889;1.733610889;0.018610889;1.464610889;1.030610889;1.139610889;0.634610889;1.431610889;0.036610889;0.847610889;0.009610889;1.373610889;0.025610889;0.896610889;1.232610889;1.303610889;0.629610889;1.318610889;0.059610889;1.268610889;0.031610889;1.174610889;0.020610889;1.331610889;1.115610889;1.214610889;0.550610889;1.293610889;0.037610889;1.199610889;0.019610889;1.212610889;0.012610889;1.265610889;354.8496109
1.453610889;1.344610889;1.449610889;0.283610889;1.480610889;0.113610889;1.666610889;0.029610889;1.874610889;0.025610889;1.633610889;0.944610889;1.376610889;0.155610889;1.212610889;0.008610889;1.067610889;0.030610889;1.100610889;0.005610889;1.452610889;0.856610889;1.393610889;0.567610889;1.462610889;0.057610889;1.383610889;0.029610889;1.565610889;0.022610889;1.298610889;0.777610889;1.358610889;0.537610889;1.399610889;0.020610889;1.393610889;0.024610889;1.491610889;0.028610889;0.887610889;1.833610889;0.671610889;1.651610889;0.040610889;1.737610889;0.043610889;1.866610889;0.018610889;1.537610889;1.090610889;1.144610889;0.637610889;1.474610889;0.036610889;0.794610889;0.008610889;1.421610889;0.024610889;0.917610889;1.256610889;1.343610889;0.636610889;1.354610889;0.057610889;1.286610889;0.033610889;1.184610889;0.019610889;1.349610889;1.127610889;1.213610889;0.552610889;1.312610889;0.035610889;1.204610889;0.016610889;1.210610889;0.008610889;1.276610889;359.8496109
1.497610889;1.324610889;1.403610889;0.285610889;1.444610889;0.113610889;1.635610889;0.027610889;1.919610889;0.023610889;1.677610889;0.992610889;1.351610889;0.163610889;1.235610889;0.010610889;1.088610889;0.031610889;1.115610889;0.004610889;1.447610889;0.854610889;1.421610889;0.588610889;1.476610889;0.056610889;1.388610889;0.030610889;1.618610889;0.023610889;1.326610889;0.796610889;1.370610889;0.544610889;1.408610889;0.020610889;1.367610889;0.021610889;1.485610889;0.027610889;0.851610889;1.857610889;0.672610889;1.686610889;0.038610889;1.743610889;0.039610889;1.849610889;0.018610889;1.534610889;1.113610889;1.159610889;0.612610889;1.429610889;0.034610889;0.745610889;0.006610889;1.360610889;0.025610889;0.956610889;1.256610889;1.328610889;0.633610889;1.361610889;0.058610889;1.295610889;0.033610889;1.192610889;0.018610889;1.355610889;1.144610889;1.222610889;0.558610889;1.317610889;0.039610889;1.204610889;0.015610889;1.221610889;0.008610889;1.278610889;364.8496109
1.555610889;1.372610889;1.456610889;0.310610889;1.491610889;0.114610889;1.717610889;0.025610889;1.995610889;0.025610889;1.641610889;0.976610889;1.395610889;0.169610889;1.239610889;0.011610889;1.127610889;0.031610889;1.119610889;0.004610889;1.447610889;0.861610889;1.426610889;0.589610889;1.494610889;0.059610889;1.410610889;0.027610889;1.601610889;0.023610889;1.329610889;0.814610889;1.408610889;0.555610889;1.465610889;0.019610889;1.403610889;0.023610889;1.502610889;0.028610889;0.879610889;1.845610889;0.692610889;1.655610889;0.042610889;1.767610889;0.045610889;1.813610889;0.018610889;1.526610889;1.122610889;1.154610889;0.650610889;1.379610889;0.034610889;0.688610889;0.007610889;1.307610889;0.024610889;0.961610889;1.270610889;1.339610889;0.640610889;1.340610889;0.062610889;1.308610889;0.036610889;1.218610889;0.018610889;1.375610889;1.158610889;1.226610889;0.566610889;1.332610889;0.040610889;1.216610889;0.017610889;1.223610889;0.009610889;1.266610889;369.8496109
1.546610889;1.352610889;1.430610889;0.341610889;1.464610889;0.116610889;1.648610889;0.026610889;1.862610889;0.022610889;1.569610889;0.968610889;1.334610889;0.198610889;1.224610889;0.012610889;1.115610889;0.033610889;1.096610889;0.003610889;1.407610889;0.857610889;1.422610889;0.594610889;1.523610889;0.065610889;1.386610889;0.029610889;1.644610889;0.024610889;1.339610889;0.833610889;1.415610889;0.563610889;1.440610889;0.022610889;1.391610889;0.023610889;1.517610889;0.030610889;0.887610889;1.807610889;0.678610889;1.629610889;0.051610889;1.752610889;0.046610889;1.726610889;0.018610889;1.543610889;1.220610889;1.155610889;0.657610889;1.373610889;0.040610889;0.721610889;0.011610889;1.329610889;0.026610889;0.961610889;1.282610889;1.346610889;0.654610889;1.348610889;0.065610889;1.291610889;0.035610889;1.226610889;0.022610889;1.369610889;1.166610889;1.260610889;0.574610889;1.351610889;0.047610889;1.228610889;0.017610889;1.241610889;0.009610889;1.287610889;374.8496109
1.568610889;1.352610889;1.459610889;0.409610889;1.519610889;0.117610889;1.702610889;0.026610889;1.887610889;0.024610889;1.646610889;1.029610889;1.347610889;0.210610889;1.248610889;0.008610889;1.118610889;0.032610889;1.129610889;0.005610889;1.453610889;0.876610889;1.444610889;0.600610889;1.513610889;0.060610889;1.385610889;0.029610889;1.613610889;0.024610889;1.353610889;0.843610889;1.396610889;0.568610889;1.460610889;0.020610889;1.415610889;0.023610889;1.559610889;0.028610889;0.872610889;1.847610889;0.695610889;1.711610889;0.051610889;1.773610889;0.045610889;1.805610889;0.017610889;1.615610889;1.011610889;1.169610889;0.673610889;1.404610889;0.038610889;0.709610889;0.010610889;1.370610889;0.028610889;0.979610889;1.304610889;1.355610889;0.652610889;1.387610889;0.064610889;1.336610889;0.036610889;1.242610889;0.020610889;1.408610889;1.155610889;1.257610889;0.575610889;1.364610889;0.046610889;1.244610889;0.017610889;1.250610889;0.008610889;1.301610889;379.8496109
1.581610889;1.393610889;1.520610889;0.465610889;1.531610889;0.120610889;1.759610889;0.031610889;1.977610889;0.025610889;1.584610889;1.009610889;1.332610889;0.255610889;1.261610889;0.015610889;1.071610889;0.032610889;1.082610889;0.004610889;1.426610889;0.879610889;1.429610889;0.609610889;1.521610889;0.067610889;1.377610889;0.028610889;1.671610889;0.022610889;1.377610889;0.846610889;1.393610889;0.575610889;1.479610889;0.019610889;1.433610889;0.025610889;1.551610889;0.029610889;0.855610889;1.920610889;0.694610889;1.816610889;0.062610889;1.854610889;0.047610889;1.853610889;0.017610889;1.665610889;1.130610889;1.190610889;0.687610889;1.356610889;0.044610889;0.686610889;0.009610889;1.336610889;0.026610889;0.968610889;1.327610889;1.387610889;0.668610889;1.419610889;0.070610889;1.319610889;0.036610889;1.222610889;0.019610889;1.377610889;1.171610889;1.265610889;0.587610889;1.361610889;0.053610889;1.243610889;0.018610889;1.262610889;0.008610889;1.295610889;384.8496109
1.550610889;1.362610889;1.510610889;0.475610889;1.521610889;0.120610889;1.721610889;0.030610889;1.917610889;0.026610889;1.633610889;1.056610889;1.296610889;0.274610889;1.242610889;0.018610889;1.097610889;0.034610889;1.102610889;0.004610889;1.452610889;0.889610889;1.433610889;0.615610889;1.572610889;0.069610889;1.424610889;0.030610889;1.708610889;0.024610889;1.396610889;0.860610889;1.414610889;0.581610889;1.492610889;0.017610889;1.446610889;0.026610889;1.608610889;0.029610889;0.834610889;1.863610889;0.709610889;1.813610889;0.061610889;1.881610889;0.047610889;1.856610889;0.019610889;1.737610889;1.027610889;1.187610889;0.705610889;1.359610889;0.044610889;0.623610889;0.010610889;1.301610889;0.028610889;0.994610889;1.345610889;1.401610889;0.674610889;1.429610889;0.073610889;1.336610889;0.036610889;1.245610889;0.021610889;1.396610889;1.180610889;1.296610889;0.595610889;1.423610889;0.055610889;1.264610889;0.020610889;1.269610889;0.011610889;1.314610889;389.8496109
1.576610889;1.377610889;1.534610889;0.499610889;1.534610889;0.115610889;1.750610889;0.032610889;1.922610889;0.024610889;1.614610889;1.066610889;1.262610889;0.282610889;1.236610889;0.016610889;1.140610889;0.034610889;1.109610889;0.003610889;1.501610889;0.903610889;1.492610889;0.625610889;1.583610889;0.071610889;1.433610889;0.032610889;1.753610889;0.025610889;1.389610889;0.865610889;1.427610889;0.587610889;1.508610889;0.018610889;1.488610889;0.025610889;1.651610889;0.027610889;0.850610889;1.990610889;0.721610889;1.849610889;0.066610889;1.986610889;0.046610889;1.872610889;0.018610889;1.708610889;0.869610889;1.173610889;0.713610889;1.348610889;0.046610889;0.573610889;0.010610889;1.303610889;0.025610889;0.986610889;1.365610889;1.431610889;0.680610889;1.429610889;0.075610889;1.335610889;0.039610889;1.242610889;0.019610889;1.422610889;1.179610889;1.279610889;0.599610889;1.403610889;0.057610889;1.275610889;0.018610889;1.278610889;0.008610889;1.315610889;394.8496109
1.573610889;1.371610889;1.549610889;0.521610889;1.525610889;0.119610889;1.808610889;0.034610889;2.035610889;0.025610889;1.573610889;1.064610889;1.135610889;0.311610889;1.227610889;0.017610889;1.455610889;0.036610889;1.121610889;0.004610889;1.479610889;0.909610889;1.457610889;0.621610889;1.585610889;0.072610889;1.428610889;0.029610889;1.756610889;0.024610889;1.404610889;0.865610889;1.423610889;0.593610889;1.510610889;0.019610889;1.461610889;0.026610889;1.610610889;0.028610889;0.840610889;1.975610889;0.716610889;1.783610889;0.067610889;1.926610889;0.046610889;1.841610889;0.019610889;1.754610889;0.883610889;1.191610889;0.726610889;1.361610889;0.051610889;0.553610889;0.010610889;1.292610889;0.026610889;0.989610889;1.369610889;1.411610889;0.687610889;1.433610889;0.072610889;1.345610889;0.036610889;1.256610889;0.019610889;1.366610889;1.210610889;1.314610889;0.607610889;1.414610889;0.066610889;1.293610889;0.022610889;1.303610889;0.011610889;1.333610889;399.8496109
1.633610889;1.415610889;1.600610889;0.534610889;1.562610889;0.120610889;1.848610889;0.035610889;2.133610889;0.024610889;1.603610889;1.065610889;1.206610889;0.302610889;1.244610889;0.015610889;1.120610889;0.033610889;1.120610889;0.006610889;1.516610889;0.920610889;1.475610889;0.634610889;1.568610889;0.070610889;1.425610889;0.032610889;1.719610889;0.024610889;1.413610889;0.882610889;1.464610889;0.601610889;1.552610889;0.023610889;1.513610889;0.024610889;1.628610889;0.028610889;0.876610889;1.961610889;0.733610889;1.858610889;0.074610889;1.972610889;0.045610889;2.011610889;0.020610889;1.780610889;0.895610889;1.190610889;0.767610889;1.362610889;0.050610889;0.603610889;0.009610889;1.309610889;0.026610889;1.013610889;1.367610889;1.398610889;0.684610889;1.419610889;0.077610889;1.356610889;0.038610889;1.248610889;0.020610889;1.413610889;1.220610889;1.341610889;0.618610889;1.421610889;0.062610889;1.307610889;0.019610889;1.268610889;0.010610889;1.344610889;404.8496109
1.645610889;1.430610889;1.580610889;0.507610889;1.586610889;0.120610889;1.867610889;0.028610889;2.170610889;0.023610889;1.614610889;1.091610889;1.260610889;0.318610889;1.250610889;0.016610889;1.114610889;0.031610889;1.117610889;0.005610889;1.530610889;0.919610889;1.476610889;0.635610889;1.575610889;0.067610889;1.434610889;0.028610889;1.750610889;0.022610889;1.421610889;0.889610889;1.506610889;0.602610889;1.563610889;0.023610889;1.509610889;0.024610889;1.622610889;0.027610889;0.846610889;1.945610889;0.752610889;1.858610889;0.074610889;1.940610889;0.045610889;1.985610889;0.018610889;1.736610889;0.945610889;1.184610889;0.784610889;1.348610889;0.050610889;0.605610889;0.010610889;1.270610889;0.028610889;0.994610889;1.402610889;1.428610889;0.695610889;1.453610889;0.079610889;1.372610889;0.039610889;1.267610889;0.020610889;1.396610889;1.211610889;1.311610889;0.618610889;1.434610889;0.063610889;1.302610889;0.018610889;1.287610889;0.010610889;1.366610889;409.8496109
1.615610889;1.396610889;1.573610889;0.518610889;1.605610889;0.121610889;1.837610889;0.031610889;2.210610889;0.027610889;1.582610889;1.072610889;1.245610889;0.335610889;1.242610889;0.017610889;1.075610889;0.035610889;1.132610889;0.006610889;1.508610889;0.919610889;1.482610889;0.639610889;1.583610889;0.074610889;1.443610889;0.030610889;1.782610889;0.025610889;1.460610889;0.897610889;1.481610889;0.605610889;1.551610889;0.027610889;1.532610889;0.027610889;1.625610889;0.029610889;0.838610889;2.065610889;0.753610889;1.900610889;0.084610889;1.882610889;0.048610889;1.966610889;0.020610889;1.716610889;0.932610889;1.189610889;0.781610889;1.359610889;0.055610889;0.647610889;0.010610889;1.278610889;0.029610889;1.032610889;1.428610889;1.428610889;0.700610889;1.471610889;0.093610889;1.399610889;0.037610889;1.288610889;0.023610889;1.403610889;1.241610889;1.323610889;0.628610889;1.448610889;0.067610889;1.322610889;0.023610889;1.307610889;0.011610889;1.362610889;414.8496109
1.646610889;1.424610889;1.579610889;0.527610889;1.593610889;0.117610889;1.864610889;0.028610889;2.136610889;0.022610889;1.634610889;1.102610889;1.152610889;0.345610889;1.258610889;0.017610889;1.105610889;0.032610889;1.116610889;0.003610889;1.514610889;0.914610889;1.483610889;0.641610889;1.587610889;0.070610889;1.451610889;0.031610889;1.780610889;0.025610889;1.436610889;0.885610889;1.488610889;0.608610889;1.549610889;0.026610889;1.537610889;0.025610889;1.635610889;0.028610889;0.831610889;1.996610889;0.744610889;1.858610889;0.091610889;1.881610889;0.046610889;1.838610889;0.017610889;1.686610889;0.929610889;1.188610889;0.791610889;1.372610889;0.053610889;0.677610889;0.009610889;1.293610889;0.027610889;0.998610889;1.409610889;1.446610889;0.700610889;1.466610889;0.084610889;1.403610889;0.035610889;1.274610889;0.021610889;1.392610889;1.232610889;1.325610889;0.628610889;1.428610889;0.068610889;1.306610889;0.019610889;1.303610889;0.009610889;1.341610889;419.8496109
1.670610889;1.423610889;1.613610889;0.546610889;1.591610889;0.118610889;1.832610889;0.036610889;2.126610889;0.028610889;1.629610889;1.075610889;1.136610889;0.349610889;1.267610889;0.016610889;1.085610889;0.033610889;1.106610889;0.004610889;1.555610889;0.925610889;1.501610889;0.646610889;1.576610889;0.069610889;1.450610889;0.030610889;1.867610889;0.025610889;1.470610889;0.897610889;1.494610889;0.614610889;1.551610889;0.026610889;1.533610889;0.026610889;1.610610889;0.028610889;0.846610889;1.972610889;0.762610889;1.838610889;0.122610889;1.773610889;0.049610889;1.791610889;0.017610889;1.723610889;0.929610889;1.184610889;0.801610889;1.366610889;0.056610889;0.825610889;0.010610889;1.293610889;0.025610889;1.023610889;1.457610889;1.425610889;0.704610889;1.482610889;0.086610889;1.436610889;0.038610889;1.300610889;0.022610889;1.416610889;1.244610889;1.349610889;0.638610889;1.474610889;0.072610889;1.337610889;0.021610889;1.334610889;0.012610889;1.377610889;424.8496109
1.669610889;1.398610889;1.638610889;0.533610889;1.587610889;0.119610889;1.785610889;0.035610889;2.089610889;0.026610889;1.581610889;1.064610889;1.134610889;0.373610889;1.269610889;0.018610889;1.147610889;0.035610889;1.088610889;0.005610889;1.530610889;0.935610889;1.546610889;0.653610889;1.628610889;0.085610889;1.462610889;0.034610889;1.956610889;0.026610889;1.473610889;0.900610889;1.523610889;0.624610889;1.571610889;0.030610889;1.506610889;0.026610889;1.676610889;0.029610889;0.873610889;2.055610889;0.753610889;1.882610889;0.137610889;1.756610889;0.046610889;1.775610889;0.018610889;1.766610889;0.962610889;1.198610889;0.811610889;1.345610889;0.066610889;0.948610889;0.011610889;1.251610889;0.027610889;0.948610889;1.439610889;1.415610889;0.707610889;1.442610889;0.093610889;1.435610889;0.042610889;1.274610889;0.022610889;1.389610889;1.257610889;1.357610889;0.644610889;1.476610889;0.090610889;1.340610889;0.021610889;1.334610889;0.011610889;1.380610889;429.8496109
1.649610889;1.389610889;1.666610889;0.525610889;1.607610889;0.120610889;1.823610889;0.033610889;2.072610889;0.024610889;1.576610889;1.088610889;1.108610889;0.386610889;1.282610889;0.019610889;1.146610889;0.031610889;1.065610889;0.004610889;1.557610889;0.926610889;1.525610889;0.650610889;1.607610889;0.078610889;1.468610889;0.032610889;1.845610889;0.024610889;1.490610889;0.908610889;1.575610889;0.628610889;1.558610889;0.030610889;1.535610889;0.026610889;1.672610889;0.028610889;0.857610889;2.144610889;0.776610889;1.976610889;0.152610889;1.828610889;0.052610889;1.827610889;0.019610889;1.715610889;0.966610889;1.176610889;0.810610889;1.380610889;0.067610889;1.009610889;0.014610889;1.251610889;0.027610889;0.947610889;1.490610889;1.456610889;0.718610889;1.490610889;0.093610889;1.444610889;0.041610889;1.301610889;0.020610889;1.429610889;1.285610889;1.380610889;0.654610889;1.466610889;0.086610889;1.331610889;0.024610889;1.323610889;0.010610889;1.391610889;434.8496109
